id,song_popularity
0,0.3567085839497118
1,0.29810679279300195
2,0.3124050644075746
3,0.394554323963475
4,0.43375808604368243
5,0.4121530445989907
6,0.39983238774522895
7,0.3253315349206685
8,0.3294789665423295
9,0.3357472638555649
10,0.35594565634342196
11,0.34693590903045074
12,0.4075171407613234
13,0.39302541348812553
14,0.44596049589201536
15,0.33597685867467914
16,0.38079245946013396
17,0.3588996561353938
18,0.4024775389900468
19,0.4214526746748126
20,0.2518848447593118
21,0.3435800121254669
22,0.38231565110158044
23,0.3810584189740582
24,0.3037386576422044
25,0.4192103820681707
26,0.42644558957623796
27,0.3906942708957754
28,0.3778773923689596
29,0.2919251128579707
30,0.3158097852423818
31,0.3702921481662298
32,0.30458482755434685
33,0.31902076675130714
34,0.3823005218445155
35,0.3373437931335221
36,0.37790642606726504
37,0.41946023916544206
38,0.3841872765298026
39,0.28645682038423287
40,0.3945161885188955
41,0.2276781701371713
42,0.31505348178237635
43,0.38677203344968714
44,0.31528682610698444
45,0.35826942873167206
46,0.3264849958871095
47,0.41540056462177793
48,0.2859670836172606
49,0.3599825224530626
50,0.38402960278818715
51,0.47027631517890045
52,0.36026195343494555
53,0.44224877767320736
54,0.42413743643469554
55,0.34430495054739213
56,0.3824764487529361
57,0.3928746027317058
58,0.30199222578040646
59,0.448889034741105
60,0.4169363603346988
61,0.375200160867102
62,0.3463328134465698
63,0.3050512663105916
64,0.2991570811421272
65,0.3528606442490457
66,0.28082905157670923
67,0.39806254399957663
68,0.3822993930662839
69,0.4724207908190703
70,0.3389744639070125
71,0.4592331741163993
72,0.35201757723437344
73,0.3703036170462699
74,0.3486647620692999
75,0.38191662989726344
76,0.4255709883447109
77,0.36716853700895585
78,0.3784333432911457
79,0.3782028008798788
80,0.34573330545912456
81,0.2602771073604649
82,0.4402659657790777
83,0.2283175867022261
84,0.36633728514036884
85,0.38577757140593255
86,0.4016233866823942
87,0.33999981825226255
88,0.4110519033997464
89,0.4463657968652072
90,0.39897228877153396
91,0.3262158760141199
92,0.3583867919152676
93,0.33638668987933146
94,0.30581395886418766
95,0.4309141146474153
96,0.26533480224594325
97,0.3143033239045243
98,0.3299658347742455
99,0.3806113120086359
100,0.4264480556735529
101,0.398704923391991
102,0.37504443761918127
103,0.37062351713458347
104,0.415944945005935
105,0.42962431081533586
106,0.42138172595757
107,0.298314027788482
108,0.3216380616645958
109,0.35640581532244764
110,0.3387519090806366
111,0.36864726022524463
112,0.38990286493774096
113,0.3553393638254127
114,0.26873822821604626
115,0.39631216064339175
116,0.32325164094995884
117,0.41490427934388374
118,0.38936610352619566
119,0.3153275656300972
120,0.33096869324231876
121,0.3650425413653036
122,0.323055434096949
123,0.3450678850284712
124,0.3374510361289966
125,0.34556894500174024
126,0.3351694575058397
127,0.2424438087833619
128,0.35446195002079245
129,0.38715810464783323
130,0.3780881625856926
131,0.4621576644201261
132,0.39657530492420784
133,0.4590411480438323
134,0.39259939884613315
135,0.44490784337139894
136,0.3858351229306578
137,0.33025207263448586
138,0.35605732396604534
139,0.3906532729124512
140,0.40138207376588014
141,0.42136208779435497
142,0.36327039056599125
143,0.37059371261587937
144,0.3625190880139543
145,0.38489909588280097
146,0.26108865023283695
147,0.4208326265855162
148,0.37259839228641284
149,0.41674593028185414
150,0.2913873169740684
151,0.2801104731952447
152,0.3432925248570576
153,0.3919107790949768
154,0.4313069541564963
155,0.3504174143878704
156,0.33580855999748094
157,0.3045076248892323
158,0.33810655703468234
159,0.3798779055163539
160,0.33572441974184053
161,0.3736006315537512
162,0.3309599614231063
163,0.34162870153578084
164,0.32314903805378226
165,0.45824141880046704
166,0.3954329505710015
167,0.4072160247647802
168,0.37549826980056883
169,0.4265906883939799
170,0.3842037538123326
171,0.41638062567766054
172,0.40110045338625167
173,0.3322412533624755
174,0.35013690834631456
175,0.2238554131497612
176,0.2824001625324967
177,0.36867967215612235
178,0.36800482246671323
179,0.37901624647050536
180,0.3671015671584006
181,0.38854455655992043
182,0.34131455170970404
183,0.39309538705547226
184,0.2514292759335694
185,0.2525133690337514
186,0.46154535948089515
187,0.36897199478330084
188,0.40754507666484097
189,0.28303899355804396
190,0.29466485419337424
191,0.31166063731472776
192,0.3252648123617142
193,0.3307503141709723
194,0.32127896215027346
195,0.27420772366120955
196,0.3886149076958785
197,0.3280747603036917
198,0.3724522256328089
199,0.22112010879528868
200,0.3285825154067225
201,0.39995831249724306
202,0.3582775387616241
203,0.4684983912875101
204,0.3806637292368142
205,0.3858011497947235
206,0.36226612122486773
207,0.4186312437264041
208,0.297343797648787
209,0.39051163645678305
210,0.2275394092637247
211,0.427477572184185
212,0.3218717837587292
213,0.422870679020134
214,0.2877423123049265
215,0.33561882785595154
216,0.4077897465592614
217,0.449561441042816
218,0.43091665873790114
219,0.27644756498183026
220,0.3936543425988342
221,0.3768443320108239
222,0.43287106502059364
223,0.3496849681295911
224,0.38232616540649533
225,0.3865539374018461
226,0.3995870440341532
227,0.37810335533219314
228,0.36161906514794007
229,0.29798833281260473
230,0.31724895535577063
231,0.34783405622674174
232,0.4495735525503372
233,0.3363476633214935
234,0.3224781859295998
235,0.422281612178188
236,0.3638084979147935
237,0.3426116951502449
238,0.4215795502402863
239,0.42790875994121985
240,0.2981061456643437
241,0.45142557135045
242,0.3796995897300343
243,0.3397876955091757
244,0.36500473584899606
245,0.3437594355768771
246,0.40946043346627414
247,0.3999059477454013
248,0.30107602765703234
249,0.34082153820316985
250,0.44988830695427123
251,0.4057322355409143
252,0.3298253033241943
253,0.3913787998131005
254,0.4178834429828265
255,0.37171706686599576
256,0.34538796773617825
257,0.4131670661357312
258,0.3876838558461231
259,0.33328161879910523
260,0.4129466303679414
261,0.35689761343758614
262,0.37141247624237894
263,0.2829943285938837
264,0.46282648262189924
265,0.44624262245973495
266,0.34706341667469953
267,0.30943515101448016
268,0.32838177224546533
269,0.37095791819851104
270,0.27947252110652926
271,0.39683025754959034
272,0.3674015635741048
273,0.37892601150792543
274,0.39114180681146565
275,0.36469961206676876
276,0.32469958645336366
277,0.2825314478847952
278,0.29711904133687383
279,0.37813729659733086
280,0.4177491236244612
281,0.37534562565230606
282,0.23241311726749161
283,0.39407408914687153
284,0.40972267331400686
285,0.2960652586710385
286,0.43713249935458137
287,0.3601587536947481
288,0.47237722953177846
289,0.4210386491278197
290,0.40729464562244516
291,0.32326974778461987
292,0.4122705642772167
293,0.24861448272243894
294,0.43332863856163994
295,0.38527179994985006
296,0.3858255223449536
297,0.357498315810649
298,0.4951068018952913
299,0.29324085874378886
300,0.3010385288596097
301,0.4400605620510735
302,0.37489230051878314
303,0.399835858488418
304,0.35729603077255945
305,0.2529636487663711
306,0.41081979071825936
307,0.2932473983825838
308,0.341214550143708
309,0.33795180954084997
310,0.3773608058172699
311,0.34487070205571574
312,0.4189793106214408
313,0.33241901112386474
314,0.33624841537815103
315,0.39070792936996757
316,0.2798631042832022
317,0.2939658033740061
318,0.31734815755317364
319,0.2744519305783725
320,0.3906950058503593
321,0.30076800200480547
322,0.3604739412188689
323,0.48129709462677656
324,0.386834039055955
325,0.3303341538105738
326,0.36890789230475524
327,0.471590294000692
328,0.39910491290025174
329,0.34814804153066126
330,0.3459352015222845
331,0.31481199748026123
332,0.3720760023770228
333,0.3772099967893152
334,0.3481351177359447
335,0.3330910127901678
336,0.4263059047191035
337,0.3922429940998477
338,0.42117860063859264
339,0.4001449032605728
340,0.3700595559146797
341,0.3826833529558941
342,0.37551431506284544
343,0.253974248506007
344,0.4586433327339641
345,0.37465360029363776
346,0.4133451275805405
347,0.35854536030390555
348,0.28073949141674587
349,0.3621619034761756
350,0.346342740708546
351,0.3602929640188699
352,0.29836342708240265
353,0.3517661439495566
354,0.3528924732520522
355,0.30620894043070535
356,0.3493126082559495
357,0.45083069448185425
358,0.42920581352864695
359,0.37403201586797774
360,0.3257302545847214
361,0.35187044744512924
362,0.28237679099499885
363,0.37169849316770165
364,0.385325378603857
365,0.4101647884495372
366,0.3835506472776096
367,0.3466650599552384
368,0.3789713057320923
369,0.4556191531297547
370,0.37332373609837094
371,0.3582877358196586
372,0.2821894092956044
373,0.4216516681130405
374,0.30141332151550365
375,0.37159420517873265
376,0.3930456125942395
377,0.2521239813597927
378,0.444755701261456
379,0.3151352435755039
380,0.3663616312958214
381,0.3335886212186285
382,0.29815440378173047
383,0.3840857926743082
384,0.3918932549508638
385,0.3628286535340925
386,0.30197959892623977
387,0.4245695258531161
